3.242930056797652671e-01,9.488339523591422520e-01,1.000000000000000000e+00
5.096948676502990327e-01,6.701292748568712376e-01,1.000000000000000000e+00
6.398396691384522494e-02,4.137229338359094122e-02,0.000000000000000000e+00
3.303106022044041135e-01,6.308529251415262440e-01,1.000000000000000000e+00
4.122162216839301285e-01,1.724886162396209732e-01,0.000000000000000000e+00
1.142909063050099316e-01,5.437139582951155958e-02,0.000000000000000000e+00
8.229050075804871245e-01,9.516123586782866406e-01,1.000000000000000000e+00
1.512365602426946065e-02,4.528023967664335236e-01,1.000000000000000000e+00
9.990465809376857242e-01,4.587492810974798108e-01,0.000000000000000000e+00
2.085943548640201151e-01,7.085486840911233708e-01,1.000000000000000000e+00
2.310348589727649893e-01,4.383413202630189742e-01,1.000000000000000000e+00
7.570377322391841357e-01,3.534260668253345061e-01,0.000000000000000000e+00
9.170233160109442228e-01,4.868658427399992217e-01,0.000000000000000000e+00
2.341834259605859447e-01,2.897804705870867803e-01,1.000000000000000000e+00
2.315339413049851691e-01,7.140733816397670797e-01,1.000000000000000000e+00
8.213299943288751015e-01,4.324237689108149096e-01,0.000000000000000000e+00
9.242718084810075396e-01,7.356459326060450499e-01,0.000000000000000000e+00
6.787172740949238836e-01,1.517445773690364597e-01,0.000000000000000000e+00
8.311620927415113158e-01,7.339368225495876974e-01,0.000000000000000000e+00
1.290872879629796355e-01,5.795982014959633055e-02,0.000000000000000000e+00
4.131695011454041833e-01,6.179019891073403992e-01,1.000000000000000000e+00
4.700322730781664182e-01,1.959503213281812428e-01,0.000000000000000000e+00
1.417209409219820637e-01,1.974539308973413121e-01,1.000000000000000000e+00
4.294910268131412190e-01,9.499326749727909913e-01,1.000000000000000000e+00
5.526259960647376124e-01,7.431545173855599318e-01,1.000000000000000000e+00
2.748218995371516371e-01,1.558157664061055048e-01,0.000000000000000000e+00
2.117941110680612304e-01,5.412637153138870616e-01,1.000000000000000000e+00
1.518124790973112148e-01,1.519167071387058643e-01,1.000000000000000000e+00
4.717944517240849622e-01,9.029138621120681441e-01,1.000000000000000000e+00
3.424978193073709987e-01,6.102051104650058067e-01,1.000000000000000000e+00
1.419481037353169661e-01,6.022003316097851444e-01,1.000000000000000000e+00
1.226543927719041527e-01,5.475309176845570835e-01,1.000000000000000000e+00
3.157798594178651275e-01,5.026235461394853443e-01,1.000000000000000000e+00
2.604890989781631916e-01,4.681866572852666497e-01,1.000000000000000000e+00
2.381410691246540479e-01,6.585862300220635124e-02,0.000000000000000000e+00
6.784522705260439546e-01,3.215769474769996084e-01,0.000000000000000000e+00
3.615049145669037012e-01,1.852358471902511017e-01,0.000000000000000000e+00
8.909216113097208067e-01,5.109549035591384181e-01,0.000000000000000000e+00
2.497496214723096131e-01,6.949565705626166157e-01,1.000000000000000000e+00
9.701879985510116766e-01,3.330670636905191939e-01,0.000000000000000000e+00
8.216604989131215397e-02,8.064351536535462328e-01,1.000000000000000000e+00
6.293551511209927174e-02,1.666861448463694551e-01,1.000000000000000000e+00
2.006805520454996161e-01,8.236814254817084180e-01,1.000000000000000000e+00
6.507922554256695413e-03,6.201932792651477788e-01,1.000000000000000000e+00
9.084211165766657992e-01,7.775263206196444399e-01,0.000000000000000000e+00
6.776970258923609158e-01,7.290030521878878567e-01,1.000000000000000000e+00
5.159023506235071999e-02,8.985559511203067284e-02,1.000000000000000000e+00
2.426041844730122410e-01,5.668519048077919065e-01,1.000000000000000000e+00
1.627432260063336189e-01,3.950070456320982082e-01,1.000000000000000000e+00
2.711272881041301153e-01,8.432543417461435542e-01,1.000000000000000000e+00
6.562210255777629619e-01,4.892607000644628723e-01,0.000000000000000000e+00
3.950097590311382190e-01,8.551900328768956561e-01,1.000000000000000000e+00
4.771065557847772309e-01,3.590749738404750424e-01,0.000000000000000000e+00
1.272367815418284920e-02,4.920747401746023986e-01,1.000000000000000000e+00
2.363898063099840741e-01,5.735605697660847158e-01,1.000000000000000000e+00
3.059376534674830284e-01,5.878549349728494633e-01,1.000000000000000000e+00
3.574450987598719598e-01,7.163757526244751705e-01,1.000000000000000000e+00
3.884076635745433714e-01,7.841508047062228925e-01,1.000000000000000000e+00
1.831990714437236045e-01,1.140561171052884015e-01,0.000000000000000000e+00
8.583644720200677147e-01,9.011495409319508765e-01,1.000000000000000000e+00
3.351382023760000051e-01,1.539655295187285500e-01,0.000000000000000000e+00
2.471399299209794398e-01,3.699454812786513447e-01,1.000000000000000000e+00
7.483402959295440970e-01,4.173981839740414923e-01,0.000000000000000000e+00
1.480091191149686125e-01,5.493424351752147494e-01,1.000000000000000000e+00
5.717932210627426626e-01,4.119483585763115130e-01,0.000000000000000000e+00
8.129928604908618350e-01,8.407080115321478031e-01,1.000000000000000000e+00
8.248941842840892269e-01,2.506128683987057792e-01,0.000000000000000000e+00
6.471014458994939211e-02,7.937575440105195668e-01,1.000000000000000000e+00
7.336040045503445794e-01,5.599045348883167073e-01,0.000000000000000000e+00
4.273253895190409768e-02,6.075506097651068860e-01,1.000000000000000000e+00
5.109690804853480595e-01,9.103938926994076253e-01,1.000000000000000000e+00
5.080189311957679088e-01,5.029996617553643690e-01,0.000000000000000000e+00
5.774073012956678630e-01,3.284971981452400325e-01,0.000000000000000000e+00
3.507954725448810818e-01,6.885539131589072381e-01,1.000000000000000000e+00
5.599787898904295957e-02,4.015012876946648657e-01,1.000000000000000000e+00
7.314758224216266758e-02,3.487928447208470395e-01,1.000000000000000000e+00
3.089397864518794723e-02,2.584680437461526203e-01,1.000000000000000000e+00
3.024965574574830507e-01,9.135737620973828355e-01,1.000000000000000000e+00
8.121820515244182470e-02,3.534692584560964468e-01,1.000000000000000000e+00
3.293382810639270408e-01,2.405855413740320969e-01,0.000000000000000000e+00
5.729309690170747427e-02,8.259529294229540630e-01,1.000000000000000000e+00
3.607658158456126252e-01,9.352054984468789467e-01,1.000000000000000000e+00
2.427559696325731764e-01,8.475496225790575267e-01,1.000000000000000000e+00
9.112558448345964290e-02,6.303248024078994538e-01,1.000000000000000000e+00
5.260381355959595773e-01,1.005127329741345443e-01,0.000000000000000000e+00
7.635489673884093831e-01,6.641435688140209237e-01,0.000000000000000000e+00
8.639062043018868042e-01,5.142615789510767144e-01,0.000000000000000000e+00
6.669562890397506827e-01,8.111818785280635602e-01,1.000000000000000000e+00
4.247441829775192579e-01,2.016365287762923453e-01,0.000000000000000000e+00
6.771261306518406853e-01,4.343125586470690802e-01,0.000000000000000000e+00
2.760719851158913718e-01,7.174619040176067886e-01,1.000000000000000000e+00
9.846131103690537456e-01,3.757060836920014246e-01,0.000000000000000000e+00
3.202302127059302173e-01,1.512314506353718002e-01,0.000000000000000000e+00
5.337564813270125885e-01,7.796061176837403295e-01,1.000000000000000000e+00
7.374516629517752220e-01,6.539570220063459782e-01,0.000000000000000000e+00
4.240513020466746275e-01,8.989865357034665383e-01,1.000000000000000000e+00
6.801130144961525792e-01,7.401331374309161326e-01,1.000000000000000000e+00
5.885179175874053481e-01,7.171412374738020956e-01,1.000000000000000000e+00
9.580807234299943964e-01,1.413774346013257910e-01,0.000000000000000000e+00
4.171359179911591220e-01,3.515694455663584961e-01,0.000000000000000000e+00
